B	eps
10.097	-0.00275365
10.097	-0.00275365
10.097	-0.00275365
10.097	-0.00275365
10.097	-0.00275365
10.097	-0.00275365
10.097	-0.00275365
10.097	-0.00275365
10.097	-0.00275365
10.097	-0.00275365
10.097	-0.00275365
10.097	-0.00275365
10.097	-0.00275365
10.097	-0.00275365
10.097	-0.00275365
10.097	-0.00275365
10.097	-0.00275365
10.097	-0.00275365
10.0944	-0.00441882
10.0944	-0.00441882
10.0944	-0.00441882
10.0944	-0.00441882
10.0944	-0.00441882
10.0944	-0.00441882
10.0944	-0.00441882
10.0944	-0.00441882
10.0944	-0.00441882
10.0944	-0.00441882
10.0944	-0.00441882
10.0944	-0.00441882
10.0944	-0.00441882
10.0944	-0.00441882
10.0944	-0.00441882
10.0944	-0.00441882
10.0944	-0.00441882
10.0944	-0.00441882
10.0944	-0.00441882
10.0948	-0.0045176
10.0948	-0.0045176
10.0948	-0.0045176
10.0948	-0.0045176
10.0948	-0.0045176
10.0948	-0.0045176
10.0948	-0.0045176
10.0948	-0.0045176
10.0948	-0.0045176
10.0948	-0.0045176
10.0948	-0.0045176
10.0948	-0.0045176
10.0948	-0.0045176
10.0948	-0.0045176
10.0948	-0.0045176
10.0967	-0.004692
10.0967	-0.004692
10.0967	-0.004692
10.0967	-0.004692
10.0967	-0.004692
10.0967	-0.004692
10.0967	-0.004692
10.0967	-0.004692
10.0967	-0.004692
10.0967	-0.004692
10.0992	-0.00446318
10.0992	-0.00446318
10.0986	-0.00592282
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0937	-0.00536485
10.0942	-0.00397541
10.0942	-0.00397541
10.0942	-0.00397541
10.0942	-0.00397541
10.0942	-0.00397541
10.0942	-0.00397541
10.0942	-0.00397541
10.0942	-0.00397541
10.0942	-0.00397541
10.0942	-0.00397541
10.0942	-0.00397541
10.0942	-0.00397541
10.0942	-0.00397541
10.0942	-0.00397541
10.0942	-0.00397541
10.0942	-0.00397541
10.0942	-0.00397541
10.0942	-0.00397541
